post_id,platform,post_type,post_time,caption,hashtags,likes,comments,shares,caption_length,num_hashtags,post_hour,post_day,sentiment_score,user name ,followers
578,Twitter,poll,2023-06-07 23:45,Just another day.,"#Memes, #Politics, #Sports",1953,173,372,17,3,23,Wednesday,neutral,mlanfereg1,6977
579,Instagram,image,2023-09-19 11:30,Loving this new vibe! 😍,"#Tech, #Fashion",4736,214,925,23,2,11,Tuesday,positive,kbyssheg2,5138
580,Facebook,video,2023-07-11 16:45,Not my best day. 😞,"#Family, #Community, #Events",421,500,650,18,3,16,Tuesday,negative,nstockoeg3,38174
581,Twitter,text,2023-05-24 04:00,Amazing experience! 🌟,#News,1685,122,140,21,1,4,Wednesday,positive,orogersong4,34260
582,Instagram,image,2023-04-21 11:45,What do you think?,"#Fashion, #Photography, #Beauty",4057,184,589,18,3,11,Friday,neutral,hgavriellig5,9922
583,Instagram,image,2023-06-26 12:45,What do you think?,"#InstaDaily, #Beauty, #Fitness",1951,49,613,18,3,12,Monday,neutral,rflecknoeg6,30339
584,Instagram,carousel,2023-06-17 08:00,What do you think?,"#Foodie, #Fashion",1274,364,89,18,2,8,Saturday,neutral,rnegalg7,15522
585,Facebook,video,2023-07-05 11:30,Amazing experience! 🌟,"#Community, #Social",4438,99,126,21,2,11,Wednesday,positive,ldalgarnog8,22310
586,Instagram,text,2023-08-07 18:30,Disappointed but moving on.,#Fitness,98,54,375,27,1,18,Monday,negative,mriceg9,38615
587,Facebook,video,2023-02-22 02:00,"New post, check it out!","#Family, #Community",5000,84,267,23,2,2,Wednesday,neutral,htomsenga,42028
588,Twitter,image,2023-12-04 21:15,Feeling down today.,#Entertainment,1883,17,418,19,1,21,Monday,negative,kdunckleygb,10232
589,Twitter,video,2023-02-26 11:15,Best day ever! 🎉,"#Sports, #Entertainment",2478,242,471,16,2,11,Sunday,positive,eharrodgc,12397
590,Facebook,poll,2023-04-29 10:00,Could be better.,#Friends,2242,336,889,16,1,10,Saturday,negative,fpierrigd,26092
591,Twitter,poll,2023-01-22 04:00,What do you think?,#Entertainment,234,172,326,18,1,4,Sunday,neutral,lbroadbentge,32186
592,Instagram,carousel,2023-03-04 03:45,Feeling down today.,#Fitness,5000,359,45,19,1,3,Saturday,negative,semenygf,32509
593,Instagram,image,2023-10-10 09:45,Here's a quick update.,"#Beauty, #Fitness",1681,391,943,22,2,9,Tuesday,neutral,cgarkengg,7678
594,Facebook,carousel,2023-07-29 15:45,Exciting news! 🚀,"#Events, #Friends, #Marketing",4168,500,999,16,3,15,Saturday,positive,fsilverstongh,45967
595,Twitter,text,2023-07-16 21:15,Not my best day. 😞,#Entertainment,1107,128,89,18,1,21,Sunday,negative,nsugargi,27993
596,Instagram,video,2023-10-20 13:00,Best day ever! 🎉,"#Fashion, #Foodie, #Fitness",1797,183,297,16,3,13,Friday,positive,gissacovgj,34885
597,Instagram,text,2023-08-28 08:00,Disappointed but moving on.,"#Tech, #Travel",1243,188,805,27,2,8,Monday,negative,chebnergk,45653
598,Instagram,image,2023-05-20 02:45,Amazing experience! 🌟,"#Fashion, #Fitness",3948,386,546,21,2,2,Saturday,positive,pmacongl,32547
599,Facebook,text,2023-05-06 02:00,Feeling down today.,"#Friends, #Social, #Events",127,237,55,19,3,2,Saturday,negative,lourrygm,37446
600,Instagram,poll,2023-02-11 01:00,Exciting news! 🚀,"#Fashion, #Beauty",3370,117,343,16,2,1,Saturday,positive,bhelleckasgn,15080
601,Twitter,poll,2023-09-19 11:15,Loving this new vibe! 😍,"#Trending, #Tech, #Memes",737,37,313,23,3,11,Tuesday,positive,xcrowsongo,10258
602,Instagram,poll,2023-01-23 12:30,"New post, check it out!",#Foodie,5000,156,889,23,1,12,Monday,neutral,imeneurgp,11408
603,Twitter,carousel,2023-05-16 02:45,Best day ever! 🎉,"#Entertainment, #Tech",2427,40,410,16,2,2,Tuesday,positive,kmuntongq,13637
604,Facebook,video,2023-05-27 01:00,Best day ever! 🎉,"#Events, #Community, #Social",1776,500,251,16,3,1,Saturday,positive,claurensongr,14916
605,Facebook,video,2023-05-01 06:30,"New post, check it out!","#Friends, #Marketing",5000,474,945,23,2,6,Monday,neutral,mdegowegs,4727
606,Facebook,video,2023-12-29 12:15,Disappointed but moving on.,"#Marketing, #Community",3324,500,95,27,2,12,Friday,negative,mgildeagt,36213
607,Instagram,video,2023-04-27 23:00,Loving this new vibe! 😍,"#Fitness, #Photography, #Beauty",3186,447,709,23,3,23,Thursday,positive,jwilcockgu,8002
608,Facebook,video,2023-10-13 14:45,"New post, check it out!",#Community,3082,199,989,23,1,14,Friday,neutral,cansteygv,2008
609,Facebook,poll,2023-04-27 11:00,Exciting news! 🚀,#Events,3619,136,942,16,1,11,Thursday,positive,sbraxaygw,16288
610,Twitter,text,2023-05-23 09:15,Amazing experience! 🌟,#Entertainment,1660,106,114,21,1,9,Tuesday,positive,ekiddyegx,19497
611,Instagram,poll,2023-02-15 02:30,What do you think?,"#InstaDaily, #Fitness",1952,215,667,18,2,2,Wednesday,neutral,lgamellgy,11741
612,Facebook,video,2023-01-25 05:15,Exciting news! 🚀,"#Family, #Community",5000,220,118,16,2,5,Wednesday,positive,rbaressgz,36623
613,Twitter,image,2023-04-26 20:45,"New post, check it out!",#Memes,3148,94,269,23,1,20,Wednesday,neutral,ekillingbeckh0,13554
614,Instagram,video,2023-10-02 22:45,Loving this new vibe! 😍,"#Fashion, #Beauty, #Travel",2719,207,654,23,3,22,Monday,positive,ecrookstonh1,24578
615,Instagram,carousel,2023-11-25 19:45,Loving this new vibe! 😍,"#Travel, #Foodie",4974,193,932,23,2,19,Saturday,positive,nbruhnh2,22402
616,Facebook,carousel,2023-12-05 20:30,Not my best day. 😞,#Social,2649,106,52,18,1,20,Tuesday,negative,dbellonh3,18996
617,Instagram,poll,2023-05-28 06:45,Not my best day. 😞,"#Fitness, #Foodie, #InstaDaily",2646,185,566,18,3,6,Sunday,negative,rministerh4,31225
618,Facebook,poll,2023-12-25 08:15,Could be better.,#Social,4956,455,826,16,1,8,Monday,negative,rfeldbrinh5,43786
619,Facebook,carousel,2023-10-02 06:30,What do you think?,"#Social, #Family, #Friends",1641,480,197,18,3,6,Monday,neutral,acordsh6,5894
620,Facebook,image,2023-11-21 22:15,Just another day.,"#Friends, #Community",2277,35,995,17,2,22,Tuesday,neutral,caldersonh7,35682
621,Instagram,text,2023-06-27 00:30,Exciting news! 🚀,"#Tech, #Beauty",3367,196,623,16,2,0,Tuesday,positive,vwilsteadh8,42962
622,Instagram,video,2023-12-12 11:15,Here's a quick update.,"#Photography, #InstaDaily, #Tech",1396,110,137,22,3,11,Tuesday,neutral,amethamh9,38599
623,Twitter,image,2023-08-01 05:45,"New post, check it out!","#News, #Entertainment, #Tech",1199,154,446,23,3,5,Tuesday,neutral,smcgaheyha,43965
624,Facebook,image,2023-07-06 20:15,"New post, check it out!","#Family, #Community",1568,485,223,23,2,20,Thursday,neutral,naroninhb,37837
625,Instagram,carousel,2023-10-21 09:30,Feeling down today.,"#Foodie, #InstaDaily",3918,97,577,19,2,9,Saturday,negative,ldrakeshc,10007
626,Twitter,poll,2023-05-14 06:45,Just another day.,#News,2085,50,432,17,1,6,Sunday,neutral,mduggethd,13006
627,Facebook,poll,2023-05-02 04:45,What do you think?,"#Community, #Social, #Friends",3044,70,411,18,3,4,Tuesday,neutral,dgraveshe,30938
628,Twitter,text,2023-06-21 04:15,Amazing experience! 🌟,#Politics,1478,136,296,21,1,4,Wednesday,positive,bhurlstonhf,26885
629,Twitter,carousel,2023-10-30 02:30,Best day ever! 🎉,"#Trending, #Tech, #Entertainment",2689,32,397,16,3,2,Monday,positive,bgravellhg,23906
630,Instagram,poll,2023-12-14 00:15,Exciting news! 🚀,#Travel,474,229,174,16,1,0,Thursday,positive,vfieldgatehh,47263
631,Twitter,text,2023-07-28 13:45,Not my best day. 😞,"#Sports, #Trending",1509,91,74,18,2,13,Friday,negative,pcreightonhi,10335
632,Instagram,text,2023-11-14 13:30,Could be better.,#Travel,3449,394,660,16,1,13,Tuesday,negative,mgoriolihj,22258
633,Facebook,image,2023-12-14 08:30,What do you think?,#Social,821,125,133,18,1,8,Thursday,neutral,dsmitherhamhk,35003
634,Twitter,image,2023-12-30 01:15,Amazing experience! 🌟,#News,1411,113,337,21,1,1,Saturday,positive,cswalwelhl,30752
635,Instagram,poll,2023-12-01 04:45,"New post, check it out!","#Beauty, #Fitness, #InstaDaily",3483,208,979,23,3,4,Friday,neutral,ccurnuckehm,11094
636,Facebook,text,2023-10-15 23:15,Here's a quick update.,"#Events, #Friends, #Social",483,389,353,22,3,23,Sunday,neutral,dwhildhn,27019
637,Instagram,carousel,2023-03-27 19:45,Disappointed but moving on.,"#Fitness, #Beauty, #Tech",1312,158,873,27,3,19,Monday,negative,myakebowitchho,35359
638,Twitter,image,2023-11-12 22:30,What do you think?,"#Tech, #Trending, #News",3166,129,124,18,3,22,Sunday,neutral,cgerholdhp,49959
639,Instagram,image,2023-12-09 15:15,"New post, check it out!",#Foodie,4260,480,60,23,1,15,Saturday,neutral,cpomfreyhq,45330
640,Instagram,text,2023-02-19 09:45,Could be better.,"#Tech, #Photography",94,238,550,16,2,9,Sunday,negative,mfinlasonhr,14840
641,Facebook,text,2023-03-30 21:30,"New post, check it out!",#Friends,2204,145,177,23,1,21,Thursday,neutral,bsellwoodhs,24474
642,Instagram,poll,2023-09-07 21:45,Exciting news! 🚀,#Fashion,1464,381,251,16,1,21,Thursday,positive,ibartonht,16426
643,Instagram,video,2023-11-18 07:45,Here's a quick update.,#InstaDaily,5000,433,499,22,1,7,Saturday,neutral,gbussonshu,18379
644,Facebook,image,2023-06-04 17:30,"New post, check it out!",#Family,1069,215,377,23,1,17,Sunday,neutral,vcastanareshv,3084
645,Facebook,poll,2023-06-15 06:45,Here's a quick update.,#Family,4983,126,839,22,1,6,Thursday,neutral,tdinsehw,30387
646,Facebook,poll,2023-01-05 06:30,Exciting news! 🚀,"#Family, #Friends, #Marketing",2401,241,486,16,3,6,Thursday,positive,kbrightyhx,47957
647,Twitter,text,2023-08-17 18:15,"New post, check it out!","#Politics, #Tech, #News",399,110,144,23,3,18,Thursday,neutral,rgeekiehy,46411
648,Facebook,carousel,2023-04-02 08:00,What do you think?,"#Family, #Social, #Friends",1927,323,809,18,3,8,Sunday,neutral,cmccoughanhz,37386
649,Facebook,text,2023-11-27 00:45,Not my best day. 😞,"#Friends, #Social",1520,60,50,18,2,0,Monday,negative,cdulsoni0,15069
650,Twitter,text,2023-07-26 21:30,Loving this new vibe! 😍,"#Tech, #Politics",1189,84,221,23,2,21,Wednesday,positive,mbartoszewiczi1,8143
651,Facebook,carousel,2023-03-29 06:30,Here's a quick update.,#Social,3306,282,252,22,1,6,Wednesday,neutral,cclutterhami2,21266
652,Facebook,image,2023-04-03 05:00,Feeling down today.,"#Family, #Social",568,362,380,19,2,5,Monday,negative,sstoodleyi3,24367
653,Instagram,carousel,2023-09-23 07:15,Just another day.,#Travel,1,440,102,17,1,7,Saturday,neutral,gflewetti4,7731
654,Facebook,carousel,2023-04-22 11:15,Feeling down today.,"#Family, #Friends",3126,490,28,19,2,11,Saturday,negative,sschabeni5,25535
655,Instagram,carousel,2023-10-20 11:00,Just another day.,"#Fitness, #Tech, #Foodie",452,371,412,17,3,11,Friday,neutral,drollini6,5265
656,Twitter,video,2023-10-01 11:45,Just another day.,"#Tech, #Politics, #Sports",1657,268,312,17,3,11,Sunday,neutral,kpestrickei7,6272
657,Twitter,carousel,2023-05-16 09:00,What do you think?,"#Trending, #News, #Memes",2962,156,174,18,3,9,Tuesday,neutral,clindegardi8,21917
658,Facebook,carousel,2023-07-11 20:00,Disappointed but moving on.,#Friends,1492,32,593,27,1,20,Tuesday,negative,ksiddeni9,25860
659,Facebook,image,2023-05-25 05:30,What do you think?,"#Community, #Family, #Friends",4045,500,368,18,3,5,Thursday,neutral,mwrethamia,19075
660,Twitter,poll,2023-09-30 09:15,Exciting news! 🚀,"#Trending, #Tech",838,224,140,16,2,9,Saturday,positive,bbalmadierib,23310
661,Instagram,image,2023-12-23 01:30,Could be better.,"#Fashion, #InstaDaily",4268,167,518,16,2,1,Saturday,negative,gfearensideic,30553
662,Facebook,text,2023-05-17 22:00,Best day ever! 🎉,"#Community, #Friends, #Family",483,174,127,16,3,22,Wednesday,positive,vcallicottid,20339
663,Facebook,text,2023-08-05 06:00,Best day ever! 🎉,#Friends,3421,343,416,16,1,6,Saturday,positive,tkleinsingerie,5561
664,Twitter,video,2023-10-11 15:30,What do you think?,#Sports,182,54,130,18,1,15,Wednesday,neutral,dguideraif,40580
665,Facebook,image,2023-12-27 21:00,Best day ever! 🎉,#Community,366,69,417,16,1,21,Wednesday,positive,bokeshottig,19601
666,Twitter,poll,2023-07-24 03:00,Here's a quick update.,#Tech,1115,37,299,22,1,3,Monday,neutral,mmatisseih,2798
667,Facebook,carousel,2023-04-08 14:15,Just another day.,#Community,27,322,892,17,1,14,Saturday,neutral,cfockeii,11918
668,Instagram,poll,2023-03-10 23:15,"New post, check it out!",#Fashion,243,457,159,23,1,23,Friday,neutral,rdykaij,8420
669,Twitter,video,2023-09-30 11:45,Best day ever! 🎉,"#Memes, #Sports",4087,62,422,16,2,11,Saturday,positive,mmabbottik,45368
670,Facebook,image,2023-01-19 22:45,What do you think?,"#Events, #Social",3860,22,130,18,2,22,Thursday,neutral,csavilil,19758
671,Twitter,text,2023-09-26 15:45,Here's a quick update.,"#Entertainment, #Tech",1661,118,67,22,2,15,Tuesday,neutral,csaywellim,3009
672,Instagram,text,2023-09-05 12:30,Feeling down today.,"#Photography, #Travel",1225,350,983,19,2,12,Tuesday,negative,miblein,47263
673,Instagram,carousel,2023-04-12 08:45,Not my best day. 😞,"#Beauty, #Tech",977,90,64,18,2,8,Wednesday,negative,bgilphillanio,15483
674,Instagram,video,2023-12-13 13:45,"New post, check it out!","#Beauty, #InstaDaily",1298,478,992,23,2,13,Wednesday,neutral,ccurtoysip,24808
675,Facebook,text,2023-12-18 05:00,Best day ever! 🎉,"#Marketing, #Family, #Events",36,268,517,16,3,5,Monday,positive,bdillinghamiq,2807
676,Twitter,poll,2023-04-05 01:30,Exciting news! 🚀,#Entertainment,2827,156,450,16,1,1,Wednesday,positive,echessorir,20146
677,Twitter,video,2023-08-19 04:45,Just another day.,#Tech,3412,83,426,17,1,4,Saturday,neutral,doliverpaullis,42918
678,Facebook,poll,2023-05-19 02:45,"New post, check it out!","#Family, #Events, #Community",3783,136,944,23,3,2,Friday,neutral,mreedyit,22832
679,Twitter,carousel,2023-04-17 23:00,Just another day.,"#Memes, #Entertainment, #Trending",398,82,137,17,3,23,Monday,neutral,jrickhussiu,43895
680,Twitter,video,2023-02-17 08:45,What do you think?,"#Sports, #News",913,50,220,18,2,8,Friday,neutral,rredihoughiv,7481
681,Facebook,video,2023-03-27 11:30,Exciting news! 🚀,"#Friends, #Marketing",5000,182,370,16,2,11,Monday,positive,gbalaamiw,15941
682,Facebook,video,2023-06-29 13:30,Not my best day. 😞,"#Social, #Family, #Marketing",2962,500,644,18,3,13,Thursday,negative,klodgeix,17428
683,Twitter,carousel,2023-03-07 10:15,What do you think?,"#Sports, #Memes",33,174,262,18,2,10,Tuesday,neutral,amcauleyiy,25992
684,Instagram,text,2023-05-10 04:45,Just another day.,"#Beauty, #Travel",492,381,922,17,2,4,Wednesday,neutral,vsilverstoniz,3554
685,Instagram,text,2023-05-20 19:00,Best day ever! 🎉,"#Fashion, #Tech, #Travel",363,290,529,16,3,19,Saturday,positive,ituveyj0,34696
686,Twitter,carousel,2023-03-09 18:00,Here's a quick update.,"#Entertainment, #Memes",370,66,446,22,2,18,Thursday,neutral,gsharrattj1,38674
687,Instagram,video,2023-06-19 11:15,Not my best day. 😞,"#Photography, #Beauty",169,477,391,18,2,11,Monday,negative,beasonj2,10979
688,Twitter,text,2023-08-30 09:15,"New post, check it out!",#Politics,1107,112,107,23,1,9,Wednesday,neutral,cbrushneenj3,18527
689,Facebook,video,2023-01-18 07:00,Exciting news! 🚀,"#Events, #Family",4871,500,888,16,2,7,Wednesday,positive,ctruesdalej4,2208
690,Facebook,carousel,2023-04-09 07:30,Just another day.,"#Community, #Social, #Marketing",5000,79,320,17,3,7,Sunday,neutral,dparmerj5,14091
691,Twitter,video,2023-03-02 06:30,Here's a quick update.,"#News, #Entertainment",2463,148,455,22,2,6,Thursday,neutral,bpontefractj6,1249
692,Instagram,poll,2023-08-29 09:15,Just another day.,#Travel,2614,265,470,17,1,9,Tuesday,neutral,gstillyj7,28906
693,Instagram,image,2023-09-15 05:15,Best day ever! 🎉,"#Fitness, #Photography, #Foodie",3396,448,419,16,3,5,Friday,positive,gogusj8,43021
694,Twitter,poll,2023-11-25 12:00,Disappointed but moving on.,#Sports,2628,80,387,27,1,12,Saturday,negative,lratnagej9,18217
695,Instagram,poll,2023-07-06 11:45,Exciting news! 🚀,"#Fashion, #Beauty, #Tech",2711,113,767,16,3,11,Thursday,positive,dfancettja,2797
696,Twitter,text,2023-02-10 13:45,What do you think?,"#Sports, #Tech, #Trending",686,168,57,18,3,13,Friday,neutral,rbruhnjb,39729
697,Twitter,carousel,2023-09-24 21:30,Here's a quick update.,"#Politics, #Memes",519,68,382,22,2,21,Sunday,neutral,bkringejc,12123
698,Facebook,text,2023-04-20 00:15,Best day ever! 🎉,"#Marketing, #Family, #Social",1020,204,754,16,3,0,Thursday,positive,afrugierjd,20214
699,Twitter,text,2023-04-22 08:45,Not my best day. 😞,#Politics,1245,125,285,18,1,8,Saturday,negative,yslyvesterje,23641
700,Instagram,video,2023-10-20 07:15,"New post, check it out!","#Fitness, #Foodie, #Travel",1959,57,522,23,3,7,Friday,neutral,gpaishjf,16096
701,Twitter,poll,2023-06-24 15:30,Best day ever! 🎉,#Memes,3493,96,305,16,1,15,Saturday,positive,bbiskupskijg,38347
702,Facebook,video,2023-11-25 04:00,Here's a quick update.,#Marketing,1336,423,191,22,1,4,Saturday,neutral,aniccollsjh,28776
703,Instagram,poll,2023-06-03 04:45,Could be better.,"#Fitness, #Foodie",3027,500,67,16,2,4,Saturday,negative,jblackebyji,16032
704,Facebook,text,2023-01-20 11:45,Loving this new vibe! 😍,"#Community, #Events, #Social",1906,111,283,23,3,11,Friday,positive,ebandeyjj,23160
705,Instagram,text,2023-07-18 14:15,Amazing experience! 🌟,#Photography,1526,295,272,21,1,14,Tuesday,positive,ncraighilljk,42986
706,Twitter,text,2023-01-13 04:00,Here's a quick update.,"#Memes, #Entertainment, #News",703,187,123,22,3,4,Friday,neutral,amcgraejl,36572
707,Twitter,video,2023-08-10 12:00,Not my best day. 😞,"#News, #Memes",283,95,74,18,2,12,Thursday,negative,meglingtonjm,15797
708,Instagram,carousel,2023-08-19 08:00,Not my best day. 😞,"#Beauty, #Tech, #InstaDaily",2370,132,275,18,3,8,Saturday,negative,cproschjn,7426
709,Instagram,text,2023-09-29 18:45,"New post, check it out!","#Foodie, #Tech, #Beauty",4016,156,900,23,3,18,Friday,neutral,fhoveejo,41895
710,Twitter,video,2023-05-21 03:45,Not my best day. 😞,"#Politics, #Memes, #Trending",4298,278,316,18,3,3,Sunday,negative,jolivajp,25629
711,Instagram,carousel,2023-02-14 08:15,What do you think?,"#Beauty, #Fashion, #Photography",2109,442,778,18,3,8,Tuesday,neutral,cdanfordjq,30201
712,Instagram,carousel,2023-08-08 01:00,Exciting news! 🚀,#Tech,901,500,445,16,1,1,Tuesday,positive,ccoddingtonjr,21303
713,Facebook,video,2023-08-10 12:00,What do you think?,"#Family, #Friends",1064,287,310,18,2,12,Thursday,neutral,hstarmerjs,38838
714,Facebook,poll,2023-12-05 23:15,Could be better.,"#Community, #Events, #Social",2863,74,773,16,3,23,Tuesday,negative,ssealandjt,49889
715,Twitter,text,2023-07-26 01:00,Best day ever! 🎉,"#Entertainment, #Trending, #Tech",1281,40,371,16,3,1,Wednesday,positive,xhablotju,6885
716,Facebook,carousel,2023-02-26 23:00,Disappointed but moving on.,"#Marketing, #Community, #Events",4945,241,158,27,3,23,Sunday,negative,llotzejv,22431
717,Twitter,text,2023-01-04 16:45,"New post, check it out!","#Sports, #Memes, #News",1134,82,252,23,3,16,Wednesday,neutral,btschirschkyjw,35944
718,Facebook,carousel,2023-09-14 15:30,Exciting news! 🚀,"#Friends, #Community, #Events",3538,279,700,16,3,15,Thursday,positive,acumingjx,25033
719,Instagram,image,2023-07-02 00:00,Loving this new vibe! 😍,#Tech,999,16,96,23,1,0,Sunday,positive,jcodnerjy,27501
720,Twitter,video,2023-08-13 08:15,Here's a quick update.,#Memes,3448,137,66,22,1,8,Sunday,neutral,nhanshawejz,31180
721,Twitter,video,2023-10-29 20:30,Here's a quick update.,"#News, #Sports",1123,136,297,22,2,20,Sunday,neutral,ncolledgek0,36363
722,Instagram,image,2023-03-30 20:15,Exciting news! 🚀,"#Travel, #Fitness",1868,495,943,16,2,20,Thursday,positive,ujeromek1,22147
723,Facebook,image,2023-02-07 06:00,Could be better.,"#Marketing, #Friends, #Events",3495,147,436,16,3,6,Tuesday,negative,wadicotk2,10772
724,Twitter,poll,2023-02-18 03:45,Exciting news! 🚀,"#Memes, #Sports, #News",537,223,448,16,3,3,Saturday,positive,ccrampink3,4540
725,Instagram,carousel,2023-02-28 10:45,Exciting news! 🚀,#Beauty,1838,151,730,16,1,10,Tuesday,positive,koatsk4,45550
726,Facebook,carousel,2023-05-21 05:45,Amazing experience! 🌟,"#Family, #Community, #Marketing",4999,471,561,21,3,5,Sunday,positive,bainscowk5,40134
727,Twitter,carousel,2023-04-30 13:15,Not my best day. 😞,#Trending,3308,10,244,18,1,13,Sunday,negative,lmoreinisk6,44535
728,Twitter,text,2023-11-17 21:30,Best day ever! 🎉,#Tech,747,33,259,16,1,21,Friday,positive,sundrellk7,23891
729,Instagram,poll,2023-09-28 23:15,Could be better.,"#Tech, #Beauty, #Travel",1139,246,920,16,3,23,Thursday,negative,edeantonik8,40503
730,Facebook,image,2023-11-05 05:30,Loving this new vibe! 😍,"#Community, #Events, #Friends",4266,221,70,23,3,5,Sunday,positive,bsisnerosk9,16107
731,Instagram,video,2023-11-21 20:00,Feeling down today.,"#Beauty, #Foodie, #InstaDaily",5000,78,536,19,3,20,Tuesday,negative,mcesconka,14626
732,Instagram,text,2023-07-04 23:00,What do you think?,#Foodie,3342,68,993,18,1,23,Tuesday,neutral,dputtonkb,44363
733,Facebook,video,2023-05-01 01:15,What do you think?,#Family,5000,191,106,18,1,1,Monday,neutral,svalentinettikc,11891
734,Twitter,video,2023-03-02 17:45,Not my best day. 😞,"#Sports, #Politics, #Memes",1345,56,391,18,3,17,Thursday,negative,clilliekd,47176
735,Instagram,text,2023-04-08 14:30,Could be better.,"#Fashion, #Tech",36,143,186,16,2,14,Saturday,negative,wlapthorneke,30684
736,Twitter,text,2023-09-12 09:00,Here's a quick update.,"#Entertainment, #Sports, #Tech",2093,112,433,22,3,9,Tuesday,neutral,lseebrightkf,46143
737,Instagram,image,2023-08-31 01:00,Just another day.,"#Fitness, #InstaDaily, #Tech",1236,113,664,17,3,1,Thursday,neutral,ajersonkg,31082
738,Twitter,image,2023-09-20 22:00,Disappointed but moving on.,"#Politics, #Trending",1085,141,292,27,2,22,Wednesday,negative,lbaiylekh,28297
739,Facebook,text,2023-03-08 15:45,Not my best day. 😞,"#Events, #Community, #Family",1942,239,874,18,3,15,Wednesday,negative,rstodeki,3612
740,Twitter,poll,2023-11-11 04:15,Amazing experience! 🌟,"#Trending, #Politics",2664,138,443,21,2,4,Saturday,positive,moliverpaullkj,5379
741,Facebook,image,2023-06-12 16:45,Disappointed but moving on.,#Family,4188,400,44,27,1,16,Monday,negative,klapsleykk,11356
742,Facebook,carousel,2023-12-22 00:00,Feeling down today.,"#Friends, #Social",2057,459,440,19,2,0,Friday,negative,mphillcoxkl,9924
743,Facebook,text,2023-03-25 11:00,Amazing experience! 🌟,"#Marketing, #Community, #Family",3418,55,86,21,3,11,Saturday,positive,jteagerkm,12013
744,Twitter,image,2023-06-13 01:15,Disappointed but moving on.,#Politics,185,34,316,27,1,1,Tuesday,negative,bfeldbergerkn,18843
745,Instagram,poll,2023-09-04 10:00,"New post, check it out!","#Foodie, #Photography, #Fitness",3451,87,54,23,3,10,Monday,neutral,etettko,41832
746,Twitter,video,2023-02-01 15:00,Not my best day. 😞,#Memes,574,88,369,18,1,15,Wednesday,negative,reslingerkp,38531
747,Instagram,video,2023-08-22 20:30,Could be better.,"#Photography, #Beauty, #Foodie",2754,413,745,16,3,20,Tuesday,negative,hohagankq,40051
748,Facebook,poll,2023-04-01 23:30,Could be better.,"#Community, #Social",3468,362,710,16,2,23,Saturday,negative,miverykr,44034
749,Facebook,carousel,2023-07-19 18:45,Just another day.,#Social,1071,68,397,17,1,18,Wednesday,neutral,hpiattiks,45475
750,Facebook,image,2023-06-01 17:45,Just another day.,"#Events, #Marketing",3694,457,490,17,2,17,Thursday,neutral,lshurykt,46484
751,Instagram,image,2023-03-04 12:45,Disappointed but moving on.,"#Photography, #Fitness",5000,177,14,27,2,12,Saturday,negative,ndimitriouku,10065
752,Facebook,poll,2023-09-13 03:30,Feeling down today.,#Events,4371,122,350,19,1,3,Wednesday,negative,hmacardkv,39406
753,Twitter,poll,2023-01-18 04:45,Could be better.,"#Sports, #Entertainment, #Trending",2283,112,439,16,3,4,Wednesday,negative,mocorrinkw,14022
754,Twitter,image,2023-06-29 09:45,What do you think?,"#Sports, #Tech",1406,47,478,18,2,9,Thursday,neutral,afarnhamkx,12137
755,Instagram,poll,2023-03-24 08:30,Here's a quick update.,#Travel,1101,89,239,22,1,8,Friday,neutral,smcgarrahanky,39942
756,Twitter,poll,2023-01-03 23:30,Feeling down today.,"#Trending, #Politics",323,96,243,19,2,23,Tuesday,negative,jmcgourtykz,31815
757,Instagram,poll,2023-01-10 00:00,Here's a quick update.,#Beauty,2502,369,743,22,1,0,Tuesday,neutral,bmccruml0,34319
758,Instagram,poll,2023-07-11 23:30,What do you think?,"#Foodie, #Tech, #Fitness",3133,500,573,18,3,23,Tuesday,neutral,rmcleoidl1,26677
759,Instagram,image,2023-10-16 16:00,Disappointed but moving on.,"#Fitness, #Tech",3857,154,343,27,2,16,Monday,negative,lmintonl2,31985
760,Twitter,video,2023-02-26 19:00,Could be better.,#News,3123,247,412,16,1,19,Sunday,negative,cascoughl3,26070
761,Instagram,text,2023-11-09 07:45,Amazing experience! 🌟,"#InstaDaily, #Fashion",1241,228,955,21,2,7,Thursday,positive,emcgennl4,37510
762,Twitter,video,2023-03-16 19:45,Not my best day. 😞,"#Entertainment, #Sports",2749,238,411,18,2,19,Thursday,negative,gspykingsl5,40491
763,Instagram,text,2023-05-29 01:00,Not my best day. 😞,"#Foodie, #Tech, #Fashion",1193,198,313,18,3,1,Monday,negative,lgullimanl6,17360
764,Twitter,poll,2023-07-01 19:30,Not my best day. 😞,#Tech,1258,106,242,18,1,19,Saturday,negative,scrowleyl7,21661
765,Twitter,poll,2023-11-17 17:30,Could be better.,"#News, #Trending, #Tech",59,151,223,16,3,17,Friday,negative,kragatel8,35068
766,Facebook,carousel,2023-11-01 22:15,"New post, check it out!",#Community,3119,368,161,23,1,22,Wednesday,neutral,mmeasuresl9,4701
767,Instagram,video,2023-09-29 04:00,Here's a quick update.,#Foodie,4655,500,106,22,1,4,Friday,neutral,jcanavanla,17341
768,Facebook,text,2023-08-07 12:30,Exciting news! 🚀,"#Events, #Marketing, #Family",2335,313,777,16,3,12,Monday,positive,ppinnelllb,1349
769,Twitter,image,2023-07-28 18:15,"New post, check it out!","#Tech, #Entertainment, #Trending",3033,195,474,23,3,18,Friday,neutral,bsouthbylc,38270
